x,y,reward,collision
41.57,0.77,6.77,
42.42,1.06,6.73,
43.23,1.44,6.57,
43.98,1.91,6.63,
44.76,2.37,6.72,
45.53,2.82,6.98,
46.32,3.33,7.21,
47.15,3.83,7.36,
47.98,4.36,7.51,
48.81,4.91,5.19,Hedge_33
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.48,
0.11,-0.01,0.92,
0.25,-0.04,1.32,
0.45,-0.08,1.79,
0.71,-0.10,2.21,
1.02,-0.10,2.60,
1.38,-0.07,2.73,
1.73,0.02,2.74,
2.10,0.17,3.15,
2.50,0.39,3.60,
2.92,0.68,4.05,
3.37,1.04,4.57,
3.87,1.43,4.95,
4.38,1.89,5.53,
4.98,2.33,5.70,
5.69,2.74,6.24,
6.46,3.04,5.92,
7.26,3.24,6.31,
8.05,3.48,6.40,
8.88,3.74,6.17,
9.68,3.98,6.40,
10.48,4.25,6.20,
11.27,4.41,6.19,
12.10,4.51,6.12,
12.93,4.46,6.25,
13.78,4.27,6.43,
14.60,3.98,6.74,
15.46,3.69,6.69,
16.32,3.45,6.71,
17.17,3.23,6.68,
18.01,2.98,6.68,
18.83,2.65,6.68,
19.63,2.27,6.65,
20.44,1.86,6.67,
21.20,1.38,6.66,
21.91,0.83,6.76,
22.63,0.30,6.78,
23.35,-0.22,6.67,
24.08,-0.74,6.65,
24.81,-1.24,6.62,
25.55,-1.71,6.64,
26.29,-2.18,6.50,
27.05,-2.62,6.62,
27.77,-3.11,6.58,
28.46,-3.65,6.49,
29.17,-4.16,6.54,
29.88,-4.69,6.80,
30.65,-5.22,6.91,
31.47,-5.69,7.25,
32.35,-6.10,7.45,
33.25,-6.50,7.28,
34.16,-6.83,7.35,
35.06,-7.20,7.24,
35.89,-7.43,5.55,Wall_Low_44
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.01,0.91,
0.25,-0.05,1.30,
0.44,-0.11,1.80,
0.70,-0.14,2.22,
1.01,-0.19,2.61,
1.36,-0.27,2.74,
1.72,-0.38,2.91,
2.12,-0.45,3.29,
2.57,-0.52,3.68,
3.07,-0.61,4.07,
3.63,-0.69,4.46,
4.23,-0.81,4.84,
4.89,-0.91,5.28,
5.60,-1.04,5.78,
6.38,-1.16,6.23,
7.17,-1.36,6.02,
7.92,-1.66,6.03,
8.64,-2.05,6.30,
9.37,-2.47,6.02,
10.05,-2.91,6.12,
10.75,-3.29,6.06,
11.49,-3.59,5.93,
12.25,-3.82,5.87,
13.00,-4.06,5.99,
13.78,-4.21,5.77,
14.56,-4.24,5.73,
15.34,-4.18,6.06,
16.13,-4.10,5.92,
16.92,-3.95,6.14,
17.73,-3.84,6.15,
18.54,-3.72,6.27,
19.36,-3.56,6.33,
20.18,-3.40,6.27,
21.01,-3.22,6.24,
21.85,-3.05,6.40,
22.69,-2.90,6.52,
23.55,-2.78,6.52,
24.41,-2.67,6.56,
25.29,-2.63,6.46,
26.16,-2.67,6.64,
27.04,-2.67,6.65,
27.93,-2.69,6.54,
28.81,-2.80,6.49,
29.68,-2.97,6.84,
30.57,-3.10,6.83,
31.48,-3.19,6.73,
32.38,-3.28,6.85,
33.28,-3.34,6.88,
34.18,-3.39,6.83,
35.09,-3.41,6.80,
35.99,-3.51,6.64,
36.88,-3.65,6.72,
37.77,-3.77,6.75,
38.66,-3.96,6.82,
39.52,-4.20,6.81,
40.40,-4.43,6.80,
41.29,-4.64,6.93,
42.21,-4.82,7.24,
43.13,-5.05,7.40,
44.10,-5.30,7.46,
45.59,-5.63,7.71,
46.61,-5.81,7.71,
47.63,-5.95,7.72,
48.65,-6.10,7.66,
49.64,-6.31,7.50,
50.60,-6.56,7.65,
51.58,-6.80,7.61,
52.56,-6.94,7.41,
53.53,-6.93,7.17,
54.47,-6.80,7.14,
55.41,-6.67,7.06,
56.34,-6.58,6.89,
57.23,-6.47,6.82,
58.38,-6.34,7.04,
59.33,-6.29,7.24,
60.31,-6.22,7.17,
61.28,-6.12,7.20,
62.24,-6.00,7.22,
63.19,-5.87,7.07,
64.13,-5.72,6.97,
65.06,-5.63,6.93,
66.21,-5.66,6.85,
67.11,-5.81,6.86,
68.01,-5.94,6.76,
68.92,-6.05,6.70,
69.82,-6.13,6.99,
70.18,-6.21,-1.57,Street_Sign_19
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.11,
0.04,-0.00,0.57,
0.14,-0.01,1.01,
0.30,-0.02,1.45,
0.51,-0.01,1.86,
0.78,0.04,2.22,
1.10,0.10,2.67,
1.46,0.13,2.71,
1.83,0.14,2.94,
2.24,0.18,3.37,
2.71,0.22,3.76,
3.23,0.29,4.18,
3.81,0.36,4.60,
4.44,0.44,4.97,
5.12,0.54,5.30,
5.86,0.62,5.80,
6.67,0.68,6.11,
7.49,0.75,6.25,
8.31,0.81,6.03,
9.10,0.90,5.84,
9.87,1.00,5.70,
10.61,1.18,5.66,
11.31,1.45,5.63,
11.98,1.80,5.78,
12.65,2.18,5.64,
13.26,2.66,5.88,
13.80,3.23,6.10,
14.31,3.91,6.40,
14.78,4.62,3.09,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,-0.00,0.92,
0.25,-0.03,1.33,
0.44,-0.09,1.70,
0.69,-0.18,2.20,
0.99,-0.26,2.59,
1.34,-0.37,2.81,
1.70,-0.43,2.89,
2.11,-0.44,3.23,
2.56,-0.38,3.56,
3.05,-0.25,3.98,
3.57,-0.04,4.41,
4.13,0.24,4.92,
4.75,0.50,5.41,
5.44,0.75,5.78,
6.16,1.10,6.25,
6.86,1.55,6.25,
7.47,2.10,6.08,
7.98,2.74,6.03,
8.41,3.44,6.14,
8.72,4.22,6.02,
8.88,4.66,-0.04,Hedge_27
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.01,0.46,
0.10,0.04,0.87,
0.24,0.09,1.39,
0.45,0.12,1.82,
0.71,0.14,2.24,
1.03,0.15,2.63,
1.39,0.16,2.82,
1.77,0.16,2.93,
2.18,0.12,3.28,
2.63,0.05,3.73,
3.15,-0.02,4.12,
3.70,-0.14,4.45,
4.29,-0.33,4.89,
4.94,-0.48,5.29,
5.65,-0.63,5.85,
6.40,-0.86,5.99,
7.17,-1.16,6.22,
7.95,-1.45,6.18,
8.69,-1.75,5.89,
9.42,-2.02,5.80,
10.15,-2.26,5.62,
10.85,-2.52,5.58,
11.56,-2.75,5.65,
12.28,-2.96,5.61,
12.99,-3.20,5.70,
13.70,-3.48,5.74,
14.43,-3.74,5.79,
15.16,-4.03,5.88,
15.88,-4.32,5.81,
16.61,-4.66,6.21,
17.42,-4.94,6.68,
18.27,-5.15,6.91,
19.23,-5.26,-2.09,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.48,
0.11,-0.01,0.92,
0.25,-0.01,1.36,
0.45,-0.02,1.77,
0.71,-0.02,2.17,
1.02,-0.02,2.56,
1.37,-0.03,2.73,
1.74,-0.03,2.85,
2.14,-0.05,3.25,
2.59,-0.04,3.64,
3.09,-0.06,4.03,
3.65,-0.06,4.42,
4.26,-0.08,4.80,
4.92,-0.08,5.24,
5.62,-0.15,5.56,
6.38,-0.28,6.23,
7.21,-0.37,6.22,
8.04,-0.44,6.13,
8.84,-0.52,6.04,
9.63,-0.52,5.74,
10.40,-0.48,5.60,
11.15,-0.51,5.55,
11.88,-0.62,5.59,
12.58,-0.84,5.37,
13.27,-1.15,5.66,
13.96,-1.48,5.81,
14.60,-1.90,5.56,
15.19,-2.40,5.93,
15.82,-2.90,6.18,
16.48,-3.39,6.15,
17.15,-3.87,6.15,
17.88,-4.30,6.23,
18.65,-4.62,6.37,
18.96,-4.81,-1.03,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.02,0.90,
0.25,0.04,1.37,
0.45,0.06,1.78,
0.71,0.08,2.19,
1.02,0.07,2.56,
1.37,0.00,2.67,
1.71,-0.11,2.71,
2.08,-0.27,3.24,
2.51,-0.40,3.62,
3.00,-0.48,3.95,
3.55,-0.49,4.25,
4.13,-0.41,4.59,
4.76,-0.27,5.08,
5.44,-0.10,5.58,
6.17,0.14,6.15,
6.99,0.33,6.24,
7.81,0.48,6.34,
8.61,0.69,6.09,
9.35,0.99,5.84,
10.02,1.38,5.52,
10.61,1.84,5.74,
11.21,2.34,5.60,
11.73,2.88,5.83,
12.18,3.53,6.01,
12.51,4.27,6.35,
12.65,4.37,-0.48,Hedge_27
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.48,
0.11,-0.01,0.93,
0.25,-0.02,1.36,
0.46,-0.04,1.80,
0.71,-0.06,2.19,
1.02,-0.12,2.55,
1.36,-0.24,2.65,
1.68,-0.40,2.74,
2.03,-0.61,3.28,
2.43,-0.83,3.68,
2.87,-1.10,4.12,
3.38,-1.35,4.46,
3.95,-1.58,4.86,
4.57,-1.84,5.31,
5.24,-2.10,5.80,
5.98,-2.40,6.20,
6.74,-2.70,6.29,
7.50,-3.03,6.20,
8.26,-3.32,6.16,
9.02,-3.60,5.92,
9.77,-3.85,5.68,
10.48,-4.11,5.75,
11.19,-4.42,5.66,
11.92,-4.65,6.03,
12.72,-4.79,6.24,
13.56,-4.81,6.37,
14.42,-4.75,6.74,
15.31,-4.62,6.91,
16.23,-4.37,6.97,
17.11,-4.01,7.14,
17.98,-3.58,7.22,
18.81,-3.08,7.33,
19.67,-2.63,7.24,
20.55,-2.27,7.08,
21.45,-2.00,7.06,
22.35,-1.75,6.95,
23.24,-1.53,6.92,
24.12,-1.28,6.78,
25.00,-1.06,6.76,
25.87,-0.87,6.72,
26.74,-0.67,6.63,
27.60,-0.48,6.54,
28.45,-0.28,6.63,
29.31,-0.10,6.61,
30.17,0.08,6.56,
31.02,0.28,6.52,
31.84,0.57,6.45,
32.63,0.91,6.55,
33.43,1.25,6.55,
34.20,1.63,6.57,
34.99,2.01,6.50,
35.71,2.47,6.14,
36.36,3.01,6.27,
36.96,3.65,6.76,
37.53,4.34,6.90,
37.92,4.80,0.58,Hedge_29
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,0.00,0.92,
0.25,0.01,1.36,
0.45,0.02,1.77,
0.71,0.04,2.19,
1.02,0.02,2.56,
1.38,-0.02,2.76,
1.74,-0.03,2.89,
2.15,-0.04,3.32,
2.61,-0.06,3.71,
3.12,-0.11,4.11,
3.69,-0.13,4.52,
4.31,-0.16,4.93,
4.99,-0.18,5.46,
5.73,-0.17,5.70,
6.53,-0.18,6.06,
7.35,-0.19,6.30,
8.17,-0.21,6.16,
8.97,-0.32,5.85,
9.72,-0.53,5.76,
10.43,-0.82,5.82,
11.13,-1.14,5.79,
11.81,-1.50,5.64,
12.50,-1.83,5.77,
13.20,-2.16,5.85,
13.90,-2.50,5.98,
14.62,-2.82,5.90,
15.37,-3.06,5.88,
16.15,-3.20,5.86,
16.96,-3.24,6.24,
17.78,-3.31,6.14,
18.61,-3.39,6.33,
19.45,-3.45,6.44,
19.80,-3.35,-0.93,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.00,0.92,
0.25,-0.02,1.33,
0.45,-0.06,1.78,
0.71,-0.08,2.18,
1.01,-0.15,2.54,
1.34,-0.27,2.64,
1.66,-0.44,2.73,
1.99,-0.67,3.18,
2.35,-0.95,3.72,
2.77,-1.26,4.12,
3.22,-1.63,4.55,
3.73,-1.98,4.88,
4.30,-2.33,5.33,
4.88,-2.77,5.85,
5.49,-3.28,6.07,
6.12,-3.79,6.22,
6.76,-4.31,6.13,
7.40,-4.82,6.02,
8.00,-5.38,5.98,
8.50,-5.99,6.02,
8.92,-6.68,6.30,
9.14,-6.69,-0.40,Wall_Low_42
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.46,
0.10,-0.05,0.89,
0.24,-0.12,1.34,
0.43,-0.21,1.87,
0.70,-0.27,2.29,
1.01,-0.34,2.68,
1.38,-0.43,2.88,
1.75,-0.50,3.01,
2.16,-0.59,3.40,
2.62,-0.72,3.83,
3.14,-0.84,4.25,
3.70,-0.98,4.63,
4.31,-1.16,5.01,
4.98,-1.34,5.52,
5.71,-1.56,5.91,
6.49,-1.76,6.29,
7.27,-2.00,6.11,
8.07,-2.20,6.24,
8.87,-2.39,6.01,
9.65,-2.58,5.82,
10.40,-2.70,5.75,
11.17,-2.77,5.80,
11.93,-2.88,5.68,
12.68,-2.98,5.79,
13.44,-3.09,5.83,
14.21,-3.20,5.93,
14.98,-3.32,5.71,
15.74,-3.48,6.04,
16.55,-3.56,6.09,
17.36,-3.61,6.10,
18.18,-3.74,6.21,
19.00,-3.91,6.45,
19.33,-3.88,-1.23,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.01,0.01,0.32,
0.08,0.04,0.77,
0.21,0.09,1.29,
0.40,0.12,1.70,
0.65,0.13,2.10,
0.95,0.17,2.52,
1.31,0.19,2.78,
1.68,0.20,2.81,
2.07,0.22,3.22,
2.53,0.24,3.61,
3.03,0.27,4.01,
3.58,0.26,4.35,
4.17,0.18,4.65,
4.80,0.02,5.17,
5.49,-0.16,5.53,
6.22,-0.40,6.21,
7.03,-0.61,6.26,
7.84,-0.73,6.16,
8.67,-0.73,6.01,
9.47,-0.64,6.11,
10.26,-0.52,5.96,
11.02,-0.29,5.81,
11.71,0.05,5.68,
12.36,0.47,5.79,
13.00,0.90,5.74,
13.61,1.37,5.81,
14.24,1.84,5.91,
14.83,2.38,5.91,
15.39,2.96,6.21,
16.00,3.57,6.60,
16.54,4.26,6.79,
16.96,4.75,1.94,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.02,0.90,
0.24,-0.07,1.28,
0.43,-0.17,1.73,
0.66,-0.30,2.17,
0.93,-0.49,2.62,
1.24,-0.71,2.96,
1.59,-0.88,3.08,
2.00,-1.02,3.43,
2.47,-1.14,3.85,
2.98,-1.30,4.25,
3.54,-1.45,4.64,
4.15,-1.64,5.01,
4.83,-1.76,5.43,
5.57,-1.78,5.83,
6.37,-1.70,5.99,
7.19,-1.60,6.17,
7.96,-1.41,5.92,
8.68,-1.08,5.89,
9.34,-0.67,5.52,
9.94,-0.19,5.75,
10.53,0.30,5.73,
11.03,0.87,5.61,
11.47,1.49,5.84,
11.94,2.10,5.68,
12.41,2.74,5.98,
12.91,3.42,6.46,
13.37,4.12,6.74,
13.67,4.41,-0.73,Hedge_27
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.45,
0.10,-0.06,0.91,
0.25,-0.12,1.43,
0.45,-0.15,1.84,
0.72,-0.14,2.21,
1.03,-0.08,2.54,
1.38,0.04,2.70,
1.73,0.17,2.97,
2.13,0.28,3.39,
2.59,0.39,3.79,
3.09,0.56,4.13,
3.60,0.81,4.42,
4.12,1.15,4.90,
4.70,1.49,5.35,
5.35,1.82,5.86,
6.07,2.17,6.27,
6.81,2.56,6.33,
7.56,2.95,6.22,
8.24,3.40,5.83,
8.84,3.87,5.60,
9.42,4.33,5.74,
9.99,4.81,3.54,Hedge_27
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.48,
0.11,0.00,0.93,
0.25,0.01,1.35,
0.45,0.05,1.74,
0.70,0.10,2.20,
1.02,0.12,2.58,
1.37,0.12,2.77,
1.74,0.13,2.88,
2.15,0.13,3.29,
2.60,0.14,3.69,
3.11,0.10,4.04,
3.66,-0.00,4.34,
4.24,-0.18,4.81,
4.88,-0.35,5.22,
5.58,-0.43,5.55,
6.35,-0.48,6.20,
7.17,-0.60,6.14,
7.98,-0.75,5.98,
8.78,-0.87,6.01,
9.56,-0.97,5.84,
10.34,-1.05,5.89,
11.11,-1.14,5.79,
11.88,-1.22,5.61,
12.63,-1.32,5.85,
13.41,-1.34,5.83,
14.19,-1.31,5.95,
14.97,-1.34,5.83,
15.76,-1.40,6.03,
16.57,-1.41,6.11,
17.38,-1.41,6.07,
18.19,-1.48,6.09,
18.99,-1.64,6.20,
19.77,-1.93,6.02,
20.51,-2.32,6.34,
21.25,-2.74,-0.03,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,0.00,0.92,
0.25,0.00,1.37,
0.45,0.01,1.78,
0.71,0.03,2.19,
1.02,0.00,2.56,
1.37,-0.07,2.67,
1.72,-0.17,2.87,
2.11,-0.26,3.27,
2.56,-0.38,3.70,
3.06,-0.47,4.06,
3.62,-0.53,4.47,
4.23,-0.61,4.85,
4.90,-0.62,5.23,
5.60,-0.54,5.51,
6.35,-0.35,6.21,
7.17,-0.18,6.25,
7.98,-0.04,6.16,
8.76,0.12,5.86,
9.52,0.29,5.79,
10.28,0.40,5.60,
11.03,0.41,5.53,
11.76,0.31,5.44,
12.48,0.12,5.68,
13.21,-0.08,5.55,
13.90,-0.38,5.58,
14.53,-0.79,5.68,
15.13,-1.27,5.67,
15.71,-1.77,6.02,
16.30,-2.35,6.47,
16.95,-2.96,6.84,
17.57,-3.67,7.31,
18.15,-4.48,7.67,
18.82,-5.28,7.68,
19.49,-6.05,8.01,
20.19,-6.87,-0.76,Wall_Low_41
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.01,0.47,
0.11,0.02,0.93,
0.25,0.01,1.35,
0.45,-0.01,1.78,
0.71,-0.01,2.18,
1.02,-0.02,2.57,
1.38,0.02,2.70,
1.73,0.07,2.87,
2.14,0.10,3.30,
2.60,0.14,3.69,
3.10,0.20,4.11,
3.67,0.24,4.49,
4.28,0.23,4.81,
4.94,0.13,5.08,
5.60,-0.10,5.55,
6.30,-0.42,6.22,
7.07,-0.73,6.03,
7.84,-1.03,6.28,
8.59,-1.42,6.39,
9.28,-1.92,6.34,
9.87,-2.50,6.13,
10.39,-3.15,6.11,
10.87,-3.80,6.12,
11.30,-4.50,6.13,
11.82,-5.17,6.27,
12.36,-5.83,6.56,
12.88,-6.53,6.72,
13.30,-6.77,0.15,Wall_Low_42
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.48,
0.11,-0.03,0.91,
0.24,-0.08,1.29,
0.44,-0.16,1.81,
0.69,-0.21,2.21,
1.01,-0.21,2.57,
1.36,-0.16,2.67,
1.72,-0.09,2.89,
2.12,-0.05,3.27,
2.58,-0.04,3.70,
3.09,-0.04,4.09,
3.65,-0.08,4.42,
4.26,-0.18,4.84,
4.92,-0.23,5.26,
5.64,-0.21,5.63,
6.40,-0.07,6.01,
7.19,0.17,6.07,
7.98,0.39,6.38,
8.80,0.55,6.19,
9.62,0.66,5.97,
10.40,0.79,5.87,
11.18,0.90,5.68,
11.93,1.04,5.79,
12.70,1.15,5.73,
13.46,1.34,5.78,
14.18,1.62,5.84,
14.88,1.99,5.80,
15.57,2.37,5.72,
16.23,2.77,6.10,
16.95,3.18,6.43,
17.64,3.70,6.67,
18.29,4.32,6.69,
18.84,4.87,4.27,Hedge_26
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.01,0.46,
0.10,0.04,0.87,
0.24,0.11,1.32,
0.42,0.21,1.77,
0.67,0.34,2.30,
0.97,0.47,2.69,
1.31,0.64,2.92,
1.68,0.75,3.00,
2.10,0.81,3.34,
2.57,0.85,3.80,
3.08,0.94,4.16,
3.63,1.10,4.48,
4.21,1.32,4.90,
4.85,1.55,5.35,
5.50,1.86,5.72,
6.16,2.30,6.07,
6.80,2.84,6.28,
7.45,3.35,5.87,
8.08,3.83,6.14,
8.69,4.36,6.32,
9.36,4.86,3.55,Hedge_27
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,0.00,0.48,
0.11,0.01,0.92,
0.25,0.04,1.32,
0.44,0.11,1.69,
0.67,0.23,2.12,
0.96,0.37,2.65,
1.30,0.49,2.81,
1.67,0.58,2.93,
2.06,0.70,3.35,
2.51,0.84,3.75,
2.98,1.05,4.09,
3.47,1.33,4.38,
3.94,1.72,4.74,
4.40,2.19,5.18,
4.81,2.78,-1.23,Street_Sign_7
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
-0.00,0.00,0.00,
0.02,0.00,0.47,
0.11,-0.00,0.92,
0.25,-0.03,1.32,
0.45,-0.07,1.79,
0.71,-0.09,2.21,
1.02,-0.12,2.60,
1.37,-0.20,2.73,
1.73,-0.29,2.90,
2.13,-0.35,3.28,
2.59,-0.36,3.63,
3.09,-0.30,3.93,
3.63,-0.18,4.43,
4.23,-0.07,4.81,
4.88,0.03,5.25,
5.59,0.16,5.72,
6.38,0.23,6.01,
7.20,0.26,6.26,
8.03,0.30,6.27,
8.84,0.29,5.99,
9.64,0.22,5.92,
10.42,0.22,5.64,
11.18,0.24,5.75,
11.93,0.23,5.70,
12.68,0.14,5.72,
13.43,-0.01,5.80,
14.18,-0.15,5.72,
14.93,-0.33,5.87,
15.71,-0.47,5.79,
16.49,-0.58,5.97,
17.28,-0.72,6.11,
18.07,-0.88,6.01,
18.87,-1.06,6.43,
19.74,-1.18,6.92,
20.67,-1.26,7.30,
21.65,-1.39,7.68,
22.68,-1.51,7.99,
23.75,-1.62,8.19,
24.84,-1.63,8.15,
25.93,-1.56,8.15,
27.00,-1.50,7.88,
28.03,-1.44,7.67,
29.04,-1.40,7.47,
30.03,-1.40,7.31,
30.99,-1.33,7.08,
31.91,-1.21,6.85,
32.80,-1.16,6.58,
33.66,-1.16,6.32,
34.50,-1.15,6.25,
35.32,-1.17,6.13,
36.12,-1.12,5.94,
36.91,-1.03,6.02,
37.71,-0.99,6.03,
38.50,-1.02,6.01,
39.29,-1.12,5.89,
40.09,-1.20,6.15,
40.90,-1.31,6.20,
41.72,-1.39,6.08,
42.54,-1.43,6.33,
43.37,-1.55,6.26,
44.17,-1.76,6.22,
44.93,-2.10,6.20,
45.79,-2.69,6.12,
46.52,-3.43,6.29,
47.01,-4.11,6.28,
47.42,-4.87,6.65,
47.89,-5.65,6.83,
48.37,-6.43,7.19,
48.69,-6.68,-1.37,Wall_Low_45
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.00,0.47,
0.11,-0.02,0.90,
0.25,-0.05,1.37,
0.45,-0.08,1.77,
0.71,-0.11,2.18,
1.01,-0.14,2.56,
1.37,-0.18,2.76,
1.73,-0.23,2.86,
2.13,-0.29,3.28,
2.58,-0.34,3.70,
3.10,-0.39,4.12,
3.66,-0.47,4.50,
4.27,-0.57,4.89,
4.94,-0.67,5.34,
5.64,-0.84,5.73,
6.40,-1.08,6.11,
7.18,-1.31,6.18,
7.96,-1.56,6.19,
8.74,-1.73,5.96,
9.52,-1.84,5.68,
10.27,-1.98,5.73,
11.00,-2.12,5.53,
11.73,-2.28,5.67,
12.46,-2.45,5.52,
13.19,-2.60,5.71,
13.94,-2.73,5.71,
14.70,-2.87,5.61,
15.45,-3.00,5.65,
16.21,-3.15,6.14,
17.05,-3.30,6.49,
17.94,-3.48,7.05,
18.88,-3.69,7.51,
19.26,-3.69,-1.67,Car_59
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,-0.00,
-0.00,0.00,0.00,
0.02,-0.01,0.47,
0.11,-0.03,0.89,
0.25,-0.07,1.38,
0.45,-0.11,1.79,
0.71,-0.16,2.22,
1.02,-0.20,2.60,
1.37,-0.26,2.79,
1.74,-0.28,2.86,
2.15,-0.27,3.28,
2.60,-0.30,3.69,
3.11,-0.28,4.04,
3.67,-0.23,4.47,
4.29,-0.21,4.83,
4.95,-0.25,5.17,
5.64,-0.37,5.62,
6.42,-0.42,6.23,
7.24,-0.46,6.01,
8.03,-0.57,5.95,
