x,y,reward,collision
-25.68,7.17,196.82,
-24.96,6.05,198.15,
-24.43,5.07,199.27,
-23.68,3.98,200.60,
-22.72,3.07,201.91,
-21.59,2.43,203.22,
-20.36,2.00,204.52,
-19.15,1.49,205.83,
-18.00,0.87,207.14,
-16.77,0.41,208.45,
-15.50,0.11,209.75,
-14.42,-0.02,210.84,
-13.11,-0.05,212.15,
-11.80,0.02,213.46,
-10.48,0.01,214.79,
-9.37,0.06,215.89,
-8.28,-0.01,216.99,
-6.96,-0.18,218.32,
-5.85,-0.20,219.43,
-4.54,-0.03,220.75,
-3.27,0.33,222.07,
-2.31,0.84,223.16,
-1.27,1.63,224.46,
-0.20,2.41,225.78,
0.70,3.03,226.88,
1.67,3.55,227.98,
2.89,4.04,229.29,
4.14,4.45,230.61,
5.17,4.86,231.72,
6.23,5.18,232.83,
7.54,5.40,234.15,
8.87,5.54,235.49,
9.96,5.78,236.61,
11.00,6.16,237.71,
12.19,6.75,239.04,
13.14,7.31,240.14,
14.30,7.94,241.47,
15.39,8.71,242.80,
16.36,9.62,244.13,
17.11,10.43,245.24,
17.94,11.16,246.34,
19.00,11.96,247.67,
19.86,12.64,248.77,
20.88,13.48,250.09,
21.78,14.44,251.41,
22.38,15.35,252.50,
23.29,16.59,254.03,
24.18,17.56,255.35,
24.86,18.42,256.44,
25.89,19.56,257.98,
26.76,20.55,259.30,
27.63,21.55,260.62,
28.54,22.51,261.95,
29.35,23.25,263.05,
30.30,24.17,264.37,
31.36,24.95,265.69,
32.30,25.54,266.79,
33.34,26.37,268.12,
34.23,27.34,269.45,
34.78,28.29,270.54,
35.24,29.51,271.84,
35.73,30.72,273.15,
36.17,31.73,274.25,
36.68,32.84,275.48,Cone4
-0.00,0.35,49.01,
-0.01,0.65,49.31,
-0.10,1.11,49.78,
-0.24,1.65,50.33,
-0.45,2.24,50.96,
-0.71,2.94,51.71,
-0.89,3.63,52.42,
-1.21,4.52,53.37,
-1.72,5.48,54.45,
-2.26,6.35,55.47,
-3.02,7.59,56.93,
-3.85,8.57,58.22,
-4.62,9.29,59.28,
-5.66,9.92,60.49,
-6.78,10.34,61.68,
-7.90,10.81,62.89,
-8.99,11.32,64.10,
-9.47,11.47,64.60,Cone7
-0.00,0.35,14.61,
-0.01,0.65,14.91,
-0.06,1.12,15.38,
-0.10,1.67,15.93,
-0.19,2.16,16.43,
-0.24,2.86,17.14,
-0.31,3.70,17.97,
-0.38,4.48,18.76,
-0.44,5.54,19.82,
-0.41,6.75,21.03,
-0.38,7.79,22.07,
-0.28,9.05,23.33,
-0.27,10.09,24.37,
-0.22,11.30,25.59,
-0.25,12.50,26.79,
-0.21,13.50,27.79,
-0.29,14.69,28.98,
-0.53,15.86,30.17,
-0.83,16.80,31.17,
-1.25,17.95,32.39,
-1.60,19.13,33.62,
-2.00,20.09,34.66,
-2.63,21.18,35.92,
-3.25,22.05,36.98,
-3.96,22.84,38.05,
-4.86,23.76,39.34,
-5.52,24.62,40.42,
-6.10,25.78,41.71,
-6.44,27.05,43.02,
-6.73,28.11,44.13,
-6.92,29.42,45.45,
-6.87,30.74,46.77,
-6.73,31.83,47.87,
-6.48,33.14,49.20,
-6.31,34.46,50.53,
-6.11,35.55,51.65,
-5.88,36.87,52.99,
-5.62,38.19,54.33,
-5.19,39.45,55.66,
-4.68,40.67,56.99,
-4.32,41.72,58.10,
-3.74,43.16,59.65,
-3.33,44.43,60.98,
-2.87,45.43,62.08,
-2.18,46.55,63.40,
-1.60,47.73,64.71,
-1.26,48.99,66.01,
-1.23,50.28,67.30,
-1.43,51.55,68.60,
-1.77,52.81,69.89,
-2.18,54.05,71.20,
-2.42,55.33,72.51,
-2.46,56.63,73.81,
-2.52,57.95,75.13,
-2.46,59.05,76.23,
-2.52,60.36,77.55,
-2.77,61.65,78.86,
-3.17,62.90,80.17,
-3.71,64.10,81.48,
-4.25,65.07,82.59,
-4.76,66.30,83.92,
-5.10,67.59,85.26,
-5.28,68.91,86.59,
-5.36,70.02,87.71,
-5.50,71.36,89.05,
-5.45,72.69,90.38,
-5.17,73.98,91.70,
-5.00,75.08,92.81,
-5.03,76.61,94.34,
-5.38,77.85,95.64,
-5.89,78.80,96.71,
-6.71,79.79,98.00,
-7.74,80.55,99.27,
-8.69,81.03,100.34,
-10.04,81.76,101.87,
-11.17,82.42,103.19,
-12.07,83.06,104.29,
-13.23,83.71,105.62,
-14.27,84.05,106.72,
-15.57,84.18,108.02,
-16.86,84.01,109.33,
-17.88,83.65,110.40,
-19.03,83.02,111.71,
-20.22,82.46,113.03,
-21.49,82.08,114.35,
-22.79,81.85,115.68,
-24.11,81.72,117.00,
-25.19,81.53,118.10,
-26.51,81.34,119.43,
-27.80,81.05,120.76,
-28.88,80.81,121.86,
-30.14,80.37,123.19,
-31.32,79.78,124.51,
-32.27,79.21,125.62,
-33.46,78.67,126.93,
-34.71,78.22,128.26,
-35.70,77.73,129.36,
-36.74,76.92,130.68,
-37.46,76.10,131.77,
-38.36,75.15,133.08,
-39.36,74.28,134.40,
-40.36,73.42,135.72,
-41.26,72.82,136.81,
-42.40,72.16,138.12,
-43.49,71.42,139.44,
-44.41,70.84,140.53,
-45.56,70.20,141.84,
-46.61,69.41,143.16,
-47.54,68.47,144.48,
-48.53,67.60,145.80,
-49.60,66.81,147.13,
-50.44,66.09,148.24,
-51.48,65.26,149.56,
-52.38,64.29,150.88,
-52.97,63.39,151.97,
-53.74,62.32,153.29,
-54.60,61.33,154.60,
-55.29,60.47,155.69,
-55.87,59.55,156.78,
-56.39,58.36,158.09,
-56.72,57.32,159.18,
-56.94,56.25,160.26,
-57.15,54.96,161.57,
-57.52,53.70,162.89,
-57.95,52.69,163.98,
-58.59,51.54,165.30,
-59.39,50.50,166.62,
-60.22,49.80,167.70,
-61.35,49.14,169.00,
-62.32,48.63,170.10,
-63.43,47.95,171.41,
-64.58,47.28,172.73,
-65.61,46.46,174.05,
-66.33,45.65,175.14,
-67.05,44.82,176.24,
-67.76,43.72,177.55,
-68.17,42.71,178.63,
-68.58,41.24,180.16,
-68.66,39.94,181.46,
-68.79,38.85,182.57,
-69.05,37.55,183.89,
-69.26,36.25,185.20,
-69.33,35.15,186.31,
-69.53,33.62,187.85,
-69.82,32.33,189.17,
-69.99,31.24,190.27,
-70.30,29.72,191.82,
-70.40,28.40,193.15,
-70.39,27.28,194.27,
-70.48,25.73,195.82,
-70.43,24.62,196.94,
-70.15,23.09,198.48,
-69.75,21.83,199.81,
-69.20,20.63,201.13,
-68.51,19.50,202.46,
-67.87,18.60,203.56,
-67.23,17.45,204.88,
-66.85,16.20,206.18,
-66.73,15.12,207.27,
-66.54,13.60,208.80,
-66.37,12.52,209.89,
-66.02,11.25,211.21,
-65.58,10.01,212.53,
-65.20,8.74,213.86,
-64.83,7.70,214.96,
-64.46,6.43,216.28,
-63.93,5.22,217.61,
-63.15,4.16,218.91,
-62.16,3.33,220.21,
-61.04,2.69,221.50,
-60.12,2.09,222.60,
-59.08,1.29,223.91,
-58.01,0.53,225.22,
-57.20,-0.21,226.32,
-56.34,-1.20,227.63,
-55.54,-2.25,228.95,
-54.62,-3.19,230.27,
-53.52,-3.89,231.57,
-52.50,-4.30,232.66,
-51.30,-4.83,233.98,
-50.14,-5.48,235.31,
-49.18,-6.02,236.42,
-48.09,-6.81,237.75,
-47.08,-7.67,239.08,
-46.15,-8.27,240.19,
-44.95,-8.83,241.51,
-43.72,-9.32,242.84,
-42.71,-9.76,243.94,
-41.53,-10.36,245.26,
-40.32,-10.89,246.58,
-39.34,-11.40,247.70,
-38.34,-11.90,248.81,
-37.13,-12.46,250.14,
-36.09,-12.84,251.25,
-34.85,-13.32,252.58,
-33.62,-13.85,253.92,
-32.49,-14.54,255.24,
-31.55,-15.45,256.55,
-30.57,-16.35,257.88,
-29.47,-17.07,259.20,
-28.25,-17.51,260.49,
-26.97,-17.71,261.79,
-25.89,-17.93,262.89,
-24.68,-18.40,264.19,
-23.76,-18.97,265.27,
-22.51,-19.83,266.79,
-21.35,-20.43,268.10,
-20.32,-20.77,269.18,
-19.09,-21.22,270.49,
-17.95,-21.85,271.80,
-17.10,-22.53,272.88,
-16.13,-23.41,274.19,
-15.07,-24.18,275.51,
-14.10,-24.68,276.60,
-12.90,-25.23,277.91,
-11.73,-25.85,279.23,
-10.71,-26.27,280.34,
-9.42,-26.56,281.66,
-8.12,-26.84,283.00,
-6.80,-26.91,284.31,
-5.73,-26.74,285.40,
-4.49,-26.31,286.71,
-3.27,-25.83,288.02,
-2.22,-25.50,289.12,
-0.96,-25.09,290.44,
0.30,-24.72,291.76,
1.39,-24.53,292.86,
2.69,-24.46,294.17,
4.02,-24.48,295.49,
5.12,-24.45,296.59,
6.65,-24.27,298.14,
7.97,-24.10,299.47,
9.04,-23.87,300.57,
10.36,-23.65,301.90,
11.68,-23.61,303.22,
12.78,-23.66,304.33,
14.11,-23.73,305.65,
15.39,-24.00,306.97,
16.40,-24.41,308.06,
17.63,-24.89,309.38,
18.90,-25.26,310.70,
19.94,-25.61,311.80,
20.94,-26.07,312.89,
22.09,-26.70,314.21,
23.12,-27.10,315.31,
24.40,-27.34,316.62,
25.70,-27.31,317.92,
27.01,-27.23,319.23,
28.32,-27.13,320.54,
29.59,-26.84,321.85,
30.57,-26.37,322.93,
31.64,-25.63,324.23,
32.76,-24.95,325.54,
33.95,-24.39,326.86,
35.15,-23.83,328.19,
36.19,-23.46,329.28,
37.61,-22.84,330.84,
38.85,-22.37,332.16,
39.82,-21.85,333.26,
41.12,-21.02,334.80,
42.07,-20.45,335.91,
43.43,-19.72,337.46,
44.55,-19.02,338.78,
45.51,-18.48,339.88,
46.77,-17.59,341.42,
47.69,-16.65,342.74,
48.40,-15.81,343.83,
49.28,-14.83,345.15,
50.19,-13.88,346.47,
51.01,-13.16,347.56,
51.97,-12.26,348.88,
52.91,-11.34,350.20,
53.63,-10.50,351.29,
54.51,-9.52,352.62,
55.36,-8.51,353.94,
56.00,-7.61,355.04,
56.76,-6.52,356.37,
57.41,-5.13,357.90,
57.66,-4.07,358.99,
57.97,-2.79,360.31,
58.34,-1.53,361.62,
58.77,-0.52,362.72,
59.43,0.60,364.03,
60.16,1.42,365.12,
61.07,2.38,366.44,Cone9
-0.00,0.35,61.11,
-0.02,0.72,61.48,
-0.11,1.11,61.87,
-0.34,1.70,62.51,
-0.53,2.31,63.15,
-0.78,2.88,63.77,
-1.19,3.64,64.63,
-1.61,4.33,65.45,
-2.08,5.31,66.53,
-2.74,6.35,67.76,
-3.37,7.19,68.81,
-4.01,8.04,69.88,
-4.81,9.01,71.13,
-5.41,9.84,72.16,
-6.23,10.74,73.38,
-7.16,11.50,74.58,
-8.22,12.00,75.75,Cone7
-0.00,0.35,14.26,
-0.01,0.65,14.56,
-0.05,1.11,15.03,
0.01,1.66,15.57,
0.13,2.25,16.18,
0.36,2.94,16.91,
0.68,3.57,17.61,
1.11,4.41,18.56,
1.70,5.31,19.63,
2.21,6.19,20.64,
2.81,7.31,21.91,
3.31,8.44,23.15,
3.77,9.54,24.34,
4.05,10.67,25.51,
4.11,11.83,26.67,
4.13,12.80,27.64,
4.30,13.96,28.82,
4.55,15.12,30.00,
4.64,16.12,31.01,
4.59,17.34,32.22,
4.41,18.55,33.45,
4.15,19.55,34.48,
3.71,20.73,35.74,
3.09,21.84,37.01,
2.41,22.67,38.09,
1.54,23.65,39.40,
0.54,24.52,40.72,
-0.37,25.15,41.82,
-1.55,25.79,43.17,
-2.80,26.26,44.51,
-3.90,26.41,45.62,
-5.44,26.33,47.16,
-6.78,26.31,48.50,
-8.09,26.54,49.83,
-9.12,26.94,50.93,
-10.37,27.37,52.25,
-11.67,27.62,53.57,
-12.76,27.69,54.67,
-14.04,27.49,55.97,
-15.04,27.10,57.04,
-16.32,26.30,58.55,
-17.47,25.67,59.86,
-18.48,25.26,60.95,
-19.83,24.53,62.48,
-20.86,23.73,63.79,
-21.67,22.72,65.08,
-22.21,21.55,66.37,
-22.48,20.30,67.65,
-22.52,18.99,68.96,
-22.57,17.67,70.28,
-22.44,16.36,71.60,
-22.13,15.07,72.92,
-21.53,13.92,74.22,
-20.73,12.89,75.53,
-19.92,11.85,76.84,
-19.15,11.07,77.94,
-18.13,10.24,79.26,
-17.22,9.62,80.36,
-16.17,8.80,81.69,
-15.19,7.90,83.02,
-14.14,7.07,84.36,
-13.14,6.19,85.69,
-12.36,5.38,86.81,
-11.33,4.53,88.15,
-10.21,3.82,89.48,
-9.23,3.30,90.59,
-8.08,2.64,91.91,
-7.08,2.15,93.02,
-5.96,1.44,94.35,
-4.94,0.59,95.68,
-3.88,-0.23,97.02,
-2.85,-1.08,98.36,
-1.97,-2.06,99.67,
-1.31,-3.19,100.98,
-0.66,-4.34,102.30,
-0.10,-5.53,103.61,
0.53,-6.67,104.92,
1.19,-7.81,106.24,
1.85,-8.67,107.32,
2.81,-9.57,108.63,
3.77,-10.47,109.96,
4.85,-11.22,111.27,
6.07,-11.68,112.57,
7.35,-11.91,113.87,
8.41,-12.16,114.96,
9.86,-12.68,116.50,
11.11,-13.09,117.82,
12.30,-13.66,119.14,
13.39,-14.39,120.45,
14.32,-15.31,121.76,
15.14,-16.05,122.86,
16.23,-16.79,124.18,
17.41,-17.37,125.49,
18.46,-17.66,126.59,
19.75,-17.97,127.90,
20.77,-18.34,129.00,
21.98,-18.88,130.32,
23.24,-19.26,131.64,
24.33,-19.43,132.74,
25.64,-19.36,134.05,
26.88,-18.98,135.35,
27.84,-18.50,136.42,
28.99,-17.87,137.73,
30.06,-17.11,139.04,
31.21,-16.49,140.35,
32.44,-16.03,141.66,
33.43,-15.56,142.76,
34.66,-14.66,144.28,
35.53,-13.69,145.59,
36.30,-12.91,146.68,
37.35,-12.13,147.99,
38.53,-11.61,149.28,
39.58,-11.37,150.36,
41.08,-11.10,151.88,
42.33,-10.70,153.19,
43.49,-10.12,154.49,
44.48,-9.29,155.78,
45.25,-8.25,157.07,
45.70,-7.28,158.14,
46.05,-6.03,159.43,
46.48,-4.79,160.76,
46.96,-3.80,161.85,
47.47,-2.58,163.17,
47.75,-1.52,164.27,
47.85,0.02,165.81,
47.97,1.33,167.13,
48.30,2.60,168.45,
48.87,3.78,169.76,
49.46,4.96,171.07,
50.08,5.87,172.17,
50.87,6.92,173.48,
51.60,8.02,174.81,
52.27,8.90,175.91,
53.08,9.94,177.23,
54.02,10.87,178.56,
54.89,11.56,179.66,
56.20,12.36,181.20,
57.39,12.96,182.53,
58.32,13.58,183.65,
59.25,14.50,184.96,
59.99,15.59,186.28,
60.81,16.65,187.61,
61.76,17.57,188.94,
62.60,18.28,190.04,
63.52,19.23,191.36,
64.27,20.32,192.68,
64.96,21.45,194.00,
65.79,22.50,195.34,
66.70,23.47,196.67,
67.36,24.36,197.79,
68.01,25.52,199.12,
68.69,26.67,200.45,
69.25,27.62,201.55,
69.93,28.75,202.87,
70.51,29.69,203.98,
71.27,30.77,205.30,
71.88,31.94,206.62,
72.29,33.19,207.93,
72.56,34.48,209.25,
72.67,35.80,210.57,
72.64,36.90,211.67,
72.47,38.20,212.99,
72.20,39.27,214.08,
71.83,40.29,215.18,
71.26,41.47,216.49,
70.68,42.40,217.58,
70.01,43.27,218.68,
69.14,44.26,220.00,
68.32,45.30,221.32,
67.76,46.24,222.41,
67.15,47.40,223.73,
66.51,48.56,225.05,
66.00,49.54,226.15,
65.46,50.75,227.48,
64.89,51.96,228.81,
64.36,53.18,230.14,
64.02,54.46,231.47,
63.95,55.78,232.79,
63.93,57.10,234.12,
63.76,58.43,235.45,
63.48,59.72,236.78,
63.27,61.04,238.11,
63.05,62.12,239.21,
62.84,63.43,240.54,
62.56,64.49,241.64,
61.95,65.89,243.16,
61.20,66.95,244.46,
60.39,67.98,245.77,
59.73,69.10,247.07,
59.25,70.31,248.38,
58.79,71.30,249.46,
58.06,72.38,250.77,
57.11,73.26,252.07,
56.01,73.95,253.37,
54.89,74.64,254.68,
53.92,75.15,255.78,
52.83,75.88,257.09,
51.87,76.77,258.40,
51.16,77.59,259.48,
50.50,78.71,260.78,
49.88,79.86,262.09,
49.18,80.99,263.42,
48.46,82.11,264.75,
47.59,83.09,266.06,
46.71,83.73,267.15,
45.53,84.31,268.46,
44.38,84.97,269.78,
43.39,85.81,271.09,
42.57,86.83,272.40,
41.85,87.65,273.49,
40.68,88.65,275.02,
39.57,89.36,276.34,
38.38,89.93,277.66,
37.16,90.43,278.98,
36.20,90.96,280.08,
35.05,91.97,281.61,
34.26,93.02,282.92,
33.56,93.87,284.03,
32.40,94.89,285.57,
31.26,95.53,286.88,
29.93,96.32,288.43,
28.98,96.87,289.52,
27.57,97.52,291.07,
26.56,97.98,292.19,
25.52,98.37,293.30,
24.30,98.90,294.63,
23.18,99.61,295.95,
22.38,100.36,297.05,
21.38,101.25,298.38,
20.29,101.99,299.71,
19.32,102.54,300.81,
18.26,103.31,302.13,
17.39,104.28,303.43,
16.78,105.41,304.72,
16.38,106.64,306.01,
15.99,107.66,307.10,
15.42,108.83,308.41,
14.90,110.03,309.71,
14.29,111.19,311.02,
13.75,112.38,312.33,
13.04,113.47,313.63,
12.28,114.22,314.70,
11.19,114.92,315.99,
9.99,115.40,317.28,
8.96,115.75,318.37,
7.75,116.25,319.68,
6.52,116.71,320.99,
5.47,117.00,322.09,
4.21,117.40,323.40,
2.91,117.63,324.72,
1.81,117.74,325.83,
0.49,117.92,327.16,
-0.62,117.99,328.27,
-1.94,118.22,329.61,
-3.21,118.62,330.94,
-4.07,118.84,331.83,
-5.39,118.97,333.16,
-6.47,118.87,334.25,
-7.78,118.70,335.56,
-9.05,118.39,336.87,
-10.33,118.13,338.18,
-11.56,117.69,339.49,
-12.48,117.12,340.57,
-13.45,116.26,341.86,
-14.43,115.39,343.18,
-15.34,114.45,344.48,
-16.32,113.57,345.80,
-17.29,112.68,347.11,
-18.28,111.81,348.44,
-19.20,111.19,349.54,
-20.37,110.58,350.86,
-21.59,110.04,352.19,
-22.72,109.35,353.52,
-23.66,108.44,354.83,
-24.35,107.34,356.12,
-24.75,106.34,357.20,
-25.13,105.10,358.50,
-25.34,103.82,359.80,
-25.27,102.75,360.87,
-24.93,101.52,362.15,
-24.37,100.36,363.44,
-23.92,99.36,364.53,
-23.33,97.95,366.06,
-22.93,96.70,367.37,
-22.48,95.70,368.47,
-21.83,94.55,369.79,
-21.20,93.38,371.12,
-20.70,92.39,372.23,
-20.23,91.14,373.56,
-19.86,89.85,374.90,
-19.55,88.78,376.01,
-19.35,87.47,377.35,
-19.45,86.15,378.67,
-19.80,84.89,379.98,
-20.07,83.59,381.30,
-20.12,82.28,382.62,
-19.95,81.20,383.70,
-19.80,79.90,385.01,
-19.87,78.60,386.32,
-20.21,77.35,387.61,
-11.51,70.66,398.59,
-10.57,71.52,399.86,
-9.74,72.49,401.14,
-9.10,73.60,402.43,
-8.55,74.54,403.51,
-7.95,75.70,404.82,
-7.28,76.83,406.13,
-6.83,77.82,407.22,
-6.43,79.08,408.54,
-6.22,80.37,409.85,
-6.25,81.68,411.16,
-6.35,82.99,412.48,
-6.37,84.31,413.80,
-6.43,85.64,415.12,
-6.64,86.71,416.21,
-7.15,87.90,417.51,
-7.88,88.99,418.82,
-8.49,89.91,419.92,
-9.27,90.97,421.24,
-9.99,92.09,422.57,
-10.61,93.00,423.68,
-11.48,93.99,424.99,
-12.43,94.93,426.33,
-13.32,95.92,427.66,
-14.32,96.80,428.99,
-15.44,97.52,430.32,
-16.66,98.01,431.63,
-17.88,98.52,432.96,
-18.89,98.96,434.06,
-20.11,99.48,435.39,
-21.33,99.97,436.70,
-22.38,100.28,437.80,
-23.65,100.66,439.12,
-24.95,100.83,440.44,
-26.03,100.74,441.52,
-27.26,100.35,442.80,
-28.40,99.76,444.09,
-29.37,99.26,445.18,
-30.67,98.46,446.70,
-31.77,97.76,448.01,
-32.62,97.07,449.11,
-33.51,96.12,450.42,
-34.21,95.01,451.73,
-34.80,94.08,452.82,
-35.41,92.91,454.15,
-36.04,91.74,455.48,
-36.57,90.76,456.58,
-37.24,89.60,457.92,
-38.01,88.51,459.26,
-38.64,87.60,460.37,
-39.50,86.57,461.71,
-40.34,85.54,463.04,
-41.06,84.69,464.15,
-42.16,83.59,465.71,
-43.04,82.59,467.04,
-43.78,81.76,468.15,
-44.53,80.94,469.26,
-45.42,79.96,470.59,
-46.33,79.00,471.91,
-47.33,78.12,473.24,
-48.28,77.19,474.57,
-49.07,76.13,475.89,
-49.64,74.94,477.21,
-50.21,73.75,478.53,
-50.68,72.52,479.85,
-51.07,71.49,480.95,
-51.39,70.44,482.05,
-51.84,69.20,483.37,
-52.39,68.00,484.68,
-52.78,66.98,485.78,
-53.30,65.77,487.09,
-53.78,64.55,488.41,
-54.09,63.28,489.72,
-54.24,61.97,491.03,
-54.24,60.87,492.13,
-53.88,59.40,493.64,
-53.26,58.26,494.93,
-52.58,57.41,496.03,
-51.88,56.56,497.13,
-50.91,55.65,498.46,
-50.04,54.99,499.55,
-48.93,54.25,500.88,
-47.94,53.37,502.21,
-47.11,52.35,503.52,
-46.34,51.27,504.85,
-45.49,50.24,506.18,
-44.77,49.39,507.30,
-43.86,48.41,508.64,
-43.08,47.34,509.97,
-42.51,46.39,511.08,
-41.69,45.34,512.40,
-40.70,44.49,513.71,
-39.73,43.99,514.80,
-38.49,43.64,516.09,
-37.20,43.52,517.38,
-36.12,43.52,518.47,
-35.04,43.64,519.55,
-33.78,44.00,520.86,
-32.76,44.40,521.95,
-31.62,45.03,523.26,
-30.61,45.86,524.57,
-29.73,46.52,525.67,
-28.57,47.17,527.00,
-27.34,47.63,528.31,
-26.04,47.86,529.63,
-24.73,48.08,530.95,
-23.41,48.20,532.28,
-22.12,48.49,533.61,
-21.07,48.86,534.72,
-20.05,49.29,535.83,
-18.79,49.75,537.16,
-17.75,50.14,538.28,
-16.28,50.69,539.84,
-15.02,51.15,541.19,
-13.75,51.63,542.55,
-12.68,52.02,543.68,
-11.40,52.46,545.04,
-10.08,52.80,546.40,
-9.00,53.14,547.54,
-7.70,53.54,548.89,
-6.42,53.98,550.25,
-5.18,54.52,551.60,
-3.93,54.99,552.94,
-2.84,55.25,554.05,
-1.30,55.30,555.59,
0.02,55.25,556.91,
1.12,55.29,558.02,
2.22,55.23,559.12,
3.52,55.06,560.44,
4.63,54.99,561.54,
5.93,54.78,562.86,
7.19,54.39,564.18,
8.26,54.10,565.29,
9.52,53.69,566.62,
10.79,53.33,567.94,
12.09,53.08,569.26,
13.40,52.84,570.59,
14.72,52.70,571.91,
15.81,52.51,573.02,
17.12,52.32,574.35,
18.42,52.04,575.68,
19.72,51.78,577.00,
21.02,51.52,578.33,
22.31,51.23,579.65,
23.34,50.83,580.76,
24.48,50.17,582.08,
25.52,49.36,583.39,
26.33,48.34,584.69,
26.95,47.19,586.00,
27.44,45.98,587.31,
27.79,44.72,588.62,
28.01,43.64,589.72,
28.33,42.36,591.03,
28.85,41.17,592.34,
29.46,40.27,593.43,
30.17,39.16,594.74,
30.79,37.99,596.06,
31.44,36.84,597.38,
32.08,35.69,598.70,
32.69,34.52,600.02,
33.12,33.50,601.13,
33.66,32.28,602.46,
34.23,31.08,603.79,
34.98,29.98,605.12,
35.78,29.23,606.21,
36.89,28.57,607.51,
38.12,28.18,608.79,
39.19,28.08,609.87,Cone4
-0.00,0.35,48.01,
0.02,0.72,48.37,
0.08,1.11,48.77,
0.09,1.57,49.23,
0.21,2.14,49.81,
0.40,2.68,50.38,
0.63,3.45,51.19,
1.03,4.27,52.10,
1.51,4.95,52.94,
2.26,5.81,54.08,
3.24,6.60,55.34,
4.23,7.39,56.60,
5.25,8.09,57.84,
6.14,8.90,59.04,
6.79,9.65,60.03,
7.40,10.43,61.02,
8.19,11.31,62.21,
8.82,12.08,63.20,
9.62,13.22,64.60,
10.37,14.18,65.81,
11.20,15.09,67.04,
11.88,15.88,68.09,
12.71,16.83,69.35,
13.55,17.79,70.63,
14.40,18.78,71.92,
15.29,19.75,73.24,
16.27,20.65,74.57,
17.07,21.42,75.69,
18.07,22.32,77.03,
19.18,23.05,78.36,
20.20,23.48,79.47,
21.45,23.98,80.82,
22.74,24.39,82.17,
24.01,24.84,83.51,
25.08,25.14,84.63,
26.33,25.63,85.96,
27.48,26.28,87.29,
28.64,26.94,88.63,
29.70,27.74,89.95,
30.62,28.67,91.27,
31.23,29.57,92.35,
31.93,30.69,93.67,
32.70,31.77,94.99,
33.24,32.73,96.10,
33.81,33.92,97.42,
34.46,35.08,98.75,
34.97,36.05,99.85,
35.51,37.26,101.17,
36.07,38.46,102.50,
36.54,39.46,103.60,
37.10,40.66,104.93,
37.64,41.88,106.25,
38.07,43.14,107.58,
38.66,44.32,108.91,
39.43,45.40,110.23,
40.19,46.49,111.56,
41.09,47.46,112.88,
41.90,48.22,113.99,
42.83,49.18,115.33,
43.47,50.07,116.43,
44.08,51.24,117.75,
44.67,52.42,119.07,
45.18,53.64,120.39,
45.81,54.80,121.71,
46.66,55.78,123.01,
47.50,56.45,124.08,
48.52,57.28,125.40,
49.51,58.17,126.72,
50.26,58.97,127.82,
51.21,59.91,129.16,
52.01,60.97,130.49,
52.51,61.95,131.59,
53.09,63.14,132.91,
53.55,64.37,134.23,
54.04,65.36,135.33,
54.60,66.31,136.43,
55.22,67.48,137.76,
55.64,68.73,139.07,
55.75,70.01,140.36,
55.56,71.30,141.66,
55.19,72.30,142.73,
54.53,73.41,144.02,
53.82,74.50,145.33,
53.16,75.64,146.64,
52.38,76.69,147.95,
51.44,77.60,149.26,
50.67,78.39,150.36,
49.87,79.15,151.46,
49.03,80.16,152.78,
48.33,81.27,154.09,
47.69,82.43,155.41,
46.98,83.54,156.73,
46.25,84.64,158.05,
45.53,85.46,159.14,
44.49,86.23,160.44,
43.30,86.73,161.73,
42.25,86.96,162.81,
40.96,87.20,164.12,
39.66,87.20,165.41,
38.60,87.00,166.49,
37.30,86.80,167.81,
36.00,86.82,169.11,
34.96,87.07,170.19,
33.75,87.59,171.49,
32.55,88.10,172.80,
31.60,88.65,173.90,
30.32,89.52,175.44,
29.23,90.28,176.77,
28.41,91.01,177.88,
27.62,91.81,178.99,
26.66,92.74,180.33,
25.72,93.69,181.67,
25.02,94.55,182.78,
24.07,95.49,184.11,
22.98,96.25,185.44,
22.01,96.78,186.54,
20.76,97.14,187.85,
19.47,97.21,189.14,
18.39,97.07,190.22,
17.10,96.86,191.53,
15.80,96.73,192.84,
14.52,96.45,194.15,
13.26,96.08,195.46,
11.96,95.87,196.78,
10.67,95.95,198.08,
9.62,96.22,199.17,
8.31,96.50,200.50,
6.98,96.66,201.84,
5.88,96.84,202.95,
4.55,97.00,204.29,
3.48,97.24,205.40,
2.27,97.78,206.72,
1.23,98.58,208.02,
0.42,99.58,209.32,
-0.10,100.53,210.40,
-0.78,101.65,211.71,
-1.44,102.54,212.81,
-2.18,103.63,214.13,
-3.04,104.63,215.46,
-3.90,105.30,216.55,
-5.05,105.91,217.85,
-6.20,106.56,219.17,
-7.15,107.12,220.27,
-8.25,107.86,221.59,
-9.19,108.46,222.71,
-10.38,109.03,224.03,
-11.64,109.44,225.36,
-12.94,109.77,226.69,
-14.22,110.12,228.03,
-15.51,110.48,229.36,
-16.80,110.80,230.69,
-17.90,110.97,231.80,
-19.21,111.24,233.14,
-20.27,111.57,234.25,
-21.79,111.92,235.81,
-23.09,112.19,237.14,
-24.20,112.33,238.25,
-25.49,112.63,239.58,
-26.69,113.19,240.91,
-27.57,113.84,242.00,
-28.67,114.58,243.32,
-29.86,115.12,244.63,
-30.91,115.37,245.71,
-31.98,115.59,246.80,
-33.28,115.67,248.10,
-34.54,115.45,249.38,
-35.54,115.08,250.45,
